timestamp,meter_reading,outlier,air_temperature,dew_temperature,wind_speed
2016-01-03 10:00:00,948.67,Not an outlier,-1.2,-3.0,2.6
2016-01-03 11:00:00,969.41,Not an outlier,-1.1,-2.0,3.1
2016-01-03 12:00:00,988.42,Not an outlier,-1.0,-1.3,2.6
2016-01-03 13:00:00,981.5,Not an outlier,-1.0,-1.4,1.5
2016-01-03 14:00:00,978.05,Not an outlier,-0.9,-1.4,2.1
2016-01-03 15:00:00,984.96,Not an outlier,-0.7,-1.3,3.1
2016-01-03 16:00:00,1003.97,Not an outlier,-0.4,-1.5,4.1
2016-01-03 17:00:00,981.5,Not an outlier,-0.6,-2.7,5.1
2016-01-03 18:00:00,950.4,Not an outlier,-2.9,-5.6,7.7
2016-01-03 19:00:00,952.13,Not an outlier,-4.2,-7.6,7.2
2016-01-03 20:00:00,962.5,Not an outlier,-5.4,-9.1,6.7
2016-01-03 21:00:00,960.77,Not an outlier,,,
2016-01-03 22:00:00,952.13,Not an outlier,-8.2,-12.4,7.7
2016-01-03 23:00:00,957.31,Not an outlier,-9.4,-13.4,7.2
2016-01-04 00:00:00,969.41,Not an outlier,-10.6,-14.7,7.7
2016-01-04 01:00:00,959.04,Not an outlier,-11.7,-15.8,6.7
2016-01-04 02:00:00,964.22,Not an outlier,-12.9,-17.2,5.1
2016-01-04 03:00:00,978.05,Not an outlier,-13.7,-18.4,6.1
2016-01-04 04:00:00,1116.29,Not an outlier,-14.9,-18.9,5.1
2016-01-04 05:00:00,1204.42,Not an outlier,-15.4,-18.9,5.1
2016-01-04 06:00:00,1244.16,Not an outlier,,,
2016-01-04 07:00:00,1347.84,Not an outlier,,,
2016-01-04 08:00:00,1429.06,Not an outlier,,,
2016-01-04 09:00:00,1498.18,Not an outlier,,,
2016-01-04 10:00:00,1475.71,Not an outlier,,,
2016-01-04 11:00:00,1460.16,Not an outlier,,,
2016-01-04 12:00:00,1499.9,Not an outlier,,,
2016-01-04 13:00:00,1480.9,Not an outlier,,,
2016-01-04 14:00:00,1484.35,Not an outlier,,,
2016-01-04 15:00:00,1435.97,Not an outlier,,,
2016-01-04 16:00:00,1373.76,Not an outlier,,,
2016-01-04 17:00:00,1335.74,Not an outlier,,,
2016-01-04 18:00:00,1219.97,Not an outlier,,,
2016-01-04 19:00:00,1138.75,Not an outlier,,,
2016-01-04 20:00:00,1131.84,Not an outlier,,,
2016-01-04 21:00:00,1010.88,Not an outlier,,,
2016-01-04 22:00:00,1005.7,Not an outlier,,,
2016-01-04 23:00:00,988.42,Not an outlier,,,
2016-01-05 00:00:00,998.78,Not an outlier,,,
2016-01-05 01:00:00,1010.88,Not an outlier,,,
2016-01-05 02:00:00,995.33,Not an outlier,,,
2016-01-05 03:00:00,988.42,Not an outlier,,,
2016-01-05 04:00:00,1128.38,Not an outlier,,,
2016-01-05 05:00:00,1238.98,Not an outlier,,,
2016-01-05 06:00:00,1328.83,Not an outlier,,,
2016-01-05 07:00:00,1391.04,Not an outlier,,,
2016-01-05 08:00:00,1470.53,Not an outlier,,,
2016-01-05 09:00:00,1534.46,Not an outlier,,,
2016-01-05 10:00:00,1551.74,Not an outlier,,,
2016-01-05 11:00:00,1553.47,Not an outlier,,,
2016-01-05 12:00:00,1556.93,Not an outlier,,,
2016-01-05 13:00:00,1543.1,Not an outlier,,,
2016-01-05 14:00:00,1550.02,Not an outlier,,,
2016-01-05 15:00:00,1492.99,Not an outlier,,,
2016-01-05 16:00:00,1448.06,Not an outlier,,,
2016-01-05 17:00:00,1365.12,Not an outlier,,,
2016-01-05 18:00:00,1238.98,Not an outlier,,,
2016-01-05 19:00:00,1192.32,Not an outlier,,,
2016-01-05 20:00:00,1142.21,Not an outlier,,,
2016-01-05 21:00:00,1026.43,Not an outlier,-9.5,-17.3,5.0
2016-01-05 22:00:00,1016.06,Not an outlier,,,
2016-01-05 23:00:00,1014.34,Not an outlier,,,
2016-01-06 00:00:00,1014.34,Not an outlier,-12.5,-16.4,1.6
2016-01-06 01:00:00,1009.15,Not an outlier,,,
2016-01-06 02:00:00,983.23,Not an outlier,,,
2016-01-06 03:00:00,986.69,Not an outlier,-16.2,-18.1,1.3
2016-01-06 04:00:00,1121.47,Not an outlier,,,
2016-01-06 05:00:00,1204.42,Not an outlier,,,
2016-01-06 06:00:00,1251.07,Not an outlier,-15.8,-17.2,0.5
2016-01-06 07:00:00,1339.2,Not an outlier,,,
2016-01-06 08:00:00,1396.22,Not an outlier,,,
2016-01-06 09:00:00,1498.18,Not an outlier,-12.9,-14.1,3.2
2016-01-06 10:00:00,1506.82,Not an outlier,,,
2016-01-06 11:00:00,1515.46,Not an outlier,,,
2016-01-06 12:00:00,1491.26,Not an outlier,-9.1,-10.2,3.6
2016-01-06 13:00:00,1475.71,Not an outlier,-10.8,-11.7,3.1
2016-01-06 14:00:00,1487.81,Not an outlier,-7.2,-7.8,4.6
2016-01-06 15:00:00,1425.6,Not an outlier,-6.1,-6.9,6.0
2016-01-06 16:00:00,1377.22,Not an outlier,-3.3,-7.2,4.6
2016-01-06 17:00:00,1318.46,Not an outlier,-1.8,-7.0,4.1
2016-01-06 18:00:00,1190.59,Not an outlier,-1.4,-6.7,3.6
2016-01-06 19:00:00,1135.3,Not an outlier,0.0,-5.5,1.0
2016-01-06 20:00:00,1054.08,Not an outlier,0.8,-8.1,2.6
2016-01-06 21:00:00,965.95,Not an outlier,0.3,-8.4,2.1
2016-01-06 22:00:00,978.05,Not an outlier,-4.3,-8.8,1.0
2016-01-06 23:00:00,971.14,Not an outlier,-6.8,-10.0,1.0
2016-01-07 00:00:00,950.4,Not an outlier,-7.0,-8.6,0.5
2016-01-07 01:00:00,957.31,Not an outlier,-6.8,-10.1,2.1
2016-01-07 02:00:00,955.58,Not an outlier,-3.6,-7.3,3.1
2016-01-07 03:00:00,964.22,Not an outlier,-3.1,-5.5,2.6
2016-01-07 04:00:00,1090.37,Not an outlier,-6.2,-8.4,0.0
2016-01-07 05:00:00,1176.77,Not an outlier,-5.7,-7.3,2.1
2016-01-07 06:00:00,1211.33,Not an outlier,-8.0,-8.4,1.5
2016-01-07 07:00:00,1321.92,Not an outlier,-7.7,-8.2,1.0
2016-01-07 08:00:00,1434.24,Not an outlier,-8.6,-9.3,1.5
2016-01-07 09:00:00,1499.9,Not an outlier,-7.8,,1.5
2016-01-07 10:00:00,1512.0,Not an outlier,-7.3,-7.9,2.6
2016-01-07 11:00:00,1496.45,Not an outlier,-7.4,-8.0,1.5
2016-01-07 12:00:00,1524.1,Not an outlier,-8.6,-9.3,0.5
2016-01-07 13:00:00,1501.63,Not an outlier,-8.8,-9.6,0.5
2016-01-07 14:00:00,1505.09,Not an outlier,-6.9,-7.4,1.0
2016-01-07 15:00:00,942.9619600216595,Contextual outlier,-5.5,-7.0,0.5
2016-01-07 16:00:00,1380.67,Not an outlier,-4.6,-5.0,0.0
2016-01-07 17:00:00,1289.09,Not an outlier,-4.0,-4.4,0.0
2016-01-07 18:00:00,1169.86,Not an outlier,-1.6,-5.5,0.0
2016-01-07 19:00:00,1102.46,Not an outlier,-0.5,-5.0,2.1
2016-01-07 20:00:00,1092.1,Not an outlier,-0.9,-5.0,0.5
2016-01-07 21:00:00,1007.42,Not an outlier,-1.6,-5.0,1.0
2016-01-07 22:00:00,981.5,Not an outlier,-2.7,-4.9,2.1
2016-01-07 23:00:00,969.41,Not an outlier,-3.3,-5.3,1.5
2016-01-08 00:00:00,979.78,Not an outlier,-4.0,-5.5,1.5
2016-01-08 01:00:00,972.86,Not an outlier,-4.9,-6.4,1.5
2016-01-08 02:00:00,959.04,Not an outlier,-6.2,-7.0,1.5
2016-01-08 03:00:00,960.77,Not an outlier,-5.3,-6.3,1.0
2016-01-08 04:00:00,1109.38,Not an outlier,-4.1,-5.7,1.5
2016-01-08 05:00:00,1204.42,Not an outlier,-6.7,-7.4,1.5
2016-01-08 06:00:00,1245.89,Not an outlier,-6.5,-7.0,2.1
2016-01-08 07:00:00,1328.83,Not an outlier,-6.5,-8.0,1.5
2016-01-08 08:00:00,1410.05,Not an outlier,-7.5,-8.1,1.0
2016-01-08 09:00:00,1477.44,Not an outlier,-8.6,-9.2,1.5
2016-01-08 10:00:00,1472.26,Not an outlier,-9.2,-10.0,1.5
2016-01-08 11:00:00,1470.53,Not an outlier,-9.6,-10.3,1.5
2016-01-08 12:00:00,1461.89,Not an outlier,-7.9,-8.6,2.6
2016-01-08 13:00:00,1461.89,Not an outlier,-7.3,-7.9,2.6
2016-01-08 14:00:00,1461.89,Not an outlier,-6.9,-7.5,3.1
2016-01-08 15:00:00,1408.32,Not an outlier,-5.3,-5.8,3.1
2016-01-08 16:00:00,1372.03,Not an outlier,-4.4,-5.8,3.1
2016-01-08 17:00:00,1311.55,Not an outlier,-3.0,-5.2,3.1
2016-01-08 18:00:00,1145.66,Not an outlier,-2.6,-5.3,3.6
2016-01-08 19:00:00,1088.64,Not an outlier,-2.0,-5.2,4.1
2016-01-08 20:00:00,1003.97,Not an outlier,-1.9,-5.2,3.6
2016-01-08 21:00:00,946.94,Not an outlier,-2.0,-5.2,4.6
2016-01-08 22:00:00,938.3,Not an outlier,-2.4,-5.3,4.1
2016-01-08 23:00:00,924.48,Not an outlier,-2.8,-5.7,4.6
2016-01-09 00:00:00,922.75,Not an outlier,-2.9,-5.8,3.6
2016-01-09 01:00:00,929.66,Not an outlier,-3.2,-6.1,3.6
2016-01-09 02:00:00,946.94,Not an outlier,-3.2,-6.1,3.6
2016-01-09 03:00:00,926.21,Not an outlier,-3.3,-6.2,2.6
2016-01-09 04:00:00,938.3,Not an outlier,-3.0,-6.0,3.6
2016-01-09 05:00:00,957.31,Not an outlier,-2.5,-5.5,3.6
2016-01-09 06:00:00,962.5,Not an outlier,-1.9,-5.0,3.6
2016-01-09 07:00:00,974.59,Not an outlier,-1.5,-4.6,3.1
2016-01-09 08:00:00,1005.7,Not an outlier,-1.6,-2.4,3.6
2016-01-09 09:00:00,1026.43,Not an outlier,-1.2,-1.9,3.6
2016-01-09 10:00:00,1000.51,Not an outlier,-0.3,-0.9,3.1
2016-01-09 11:00:00,990.14,Not an outlier,-0.2,-0.7,3.1
2016-01-09 12:00:00,1002.24,Not an outlier,0.2,-0.5,3.1
2016-01-09 13:00:00,10074.199999999999,Global outlier,0.2,-0.4,3.1
2016-01-09 14:00:00,1002.24,Not an outlier,0.9,-0.2,2.6
2016-01-09 15:00:00,998.78,Not an outlier,1.0,0.3,2.6
2016-01-09 16:00:00,990.14,Not an outlier,1.2,0.6,2.6
2016-01-09 17:00:00,997.06,Not an outlier,1.3,0.8,2.1
2016-01-09 18:00:00,957.31,Not an outlier,1.6,1.2,2.1
2016-01-09 19:00:00,1125.4995967125005,Contextual outlier,2.7,2.3,1.5
2016-01-09 20:00:00,955.58,Not an outlier,3.4,2.8,2.6
2016-01-09 21:00:00,940.03,Not an outlier,3.6,2.6,2.1
2016-01-09 22:00:00,941.76,Not an outlier,3.7,2.6,2.1
2016-01-09 23:00:00,934.85,Not an outlier,3.9,2.6,1.5
2016-01-10 00:00:00,941.76,Not an outlier,3.4,2.3,1.0
2016-01-10 01:00:00,940.03,Not an outlier,3.1,2.2,1.5
2016-01-10 02:00:00,934.85,Not an outlier,2.1,1.7,2.1
2016-01-10 03:00:00,945.22,Not an outlier,1.9,1.6,2.6
2016-01-10 04:00:00,953.86,Not an outlier,1.9,1.7,2.1
2016-01-10 05:00:00,950.4,Not an outlier,1.8,1.6,2.1
2016-01-10 06:00:00,976.32,Not an outlier,1.8,1.6,2.1
2016-01-10 07:00:00,993.6,Not an outlier,2.4,2.1,3.1
2016-01-10 08:00:00,988.42,Not an outlier,2.3,2.0,4.1
2016-01-10 09:00:00,991.87,Not an outlier,1.9,1.4,3.6
2016-01-10 10:00:00,1014.34,Not an outlier,2.0,1.6,3.6
2016-01-10 11:00:00,1017.79,Not an outlier,1.8,1.3,4.1
2016-01-10 12:00:00,10091.5,Global outlier,1.9,1.2,5.7
2016-01-10 13:00:00,1003.97,Not an outlier,2.2,1.1,6.7
2016-01-10 14:00:00,991.87,Not an outlier,2.2,1.2,6.2
2016-01-10 15:00:00,995.33,Not an outlier,2.1,1.4,5.7
2016-01-10 16:00:00,984.96,Not an outlier,,,
2016-01-10 17:00:00,988.42,Not an outlier,,,
2016-01-10 18:00:00,933.12,Not an outlier,3.0,2.3,9.3
2016-01-10 19:00:00,940.03,Not an outlier,,,
2016-01-10 20:00:00,929.66,Not an outlier,,,
2016-01-10 21:00:00,959.04,Not an outlier,3.4,3.0,4.6
2016-01-10 22:00:00,955.58,Not an outlier,4.0,3.7,3.6
2016-01-10 23:00:00,959.04,Not an outlier,3.8,3.5,2.6
2016-01-11 00:00:00,967.68,Not an outlier,5.7,5.0,4.6
2016-01-11 01:00:00,964.22,Not an outlier,4.5,4.2,6.2
2016-01-11 02:00:00,945.22,Not an outlier,3.1,0.3,12.8
2016-01-11 03:00:00,955.58,Not an outlier,,,
2016-01-11 04:00:00,1081.73,Not an outlier,,,
2016-01-11 05:00:00,1195.78,Not an outlier,,,
2016-01-11 06:00:00,1247.62,Not an outlier,-5.5,-11.4,10.3
2016-01-11 07:00:00,1358.21,Not an outlier,-6.3,-10.4,7.7
2016-01-11 08:00:00,1401.41,Not an outlier,-6.8,-11.8,7.7
2016-01-11 09:00:00,1432.51,Not an outlier,-8.6,-12.7,5.7
2016-01-11 10:00:00,1482.62,Not an outlier,-9.6,-13.4,5.1
2016-01-11 11:00:00,1499.9,Not an outlier,-10.1,-14.4,5.7
2016-01-11 12:00:00,1513.73,Not an outlier,-11.0,-14.8,4.1
2016-01-11 13:00:00,1498.18,Not an outlier,-12.0,-15.5,5.7
2016-01-11 14:00:00,1472.26,Not an outlier,-11.9,-16.8,5.7
2016-01-11 15:00:00,1437.7,Not an outlier,-11.5,-16.6,6.2
2016-01-11 16:00:00,1391.04,Not an outlier,-11.3,-16.6,6.7
2016-01-11 17:00:00,1315.01,Not an outlier,-10.9,-16.9,6.7
2016-01-11 18:00:00,1173.31,Not an outlier,-10.5,-17.0,6.7
2016-01-11 19:00:00,1137.02,Not an outlier,-9.9,-17.0,6.7
2016-01-11 20:00:00,1059.26,Not an outlier,-9.4,-17.4,6.2
2016-01-11 21:00:00,988.42,Not an outlier,-9.2,-18.2,6.2
2016-01-11 22:00:00,946.94,Not an outlier,-9.6,-17.6,3.6
2016-01-11 23:00:00,936.58,Not an outlier,-10.3,-16.4,2.6
2016-01-12 00:00:00,950.4,Not an outlier,-10.7,-16.9,2.6
2016-01-12 01:00:00,936.58,Not an outlier,-11.4,-16.3,1.5
2016-01-12 02:00:00,936.58,Not an outlier,-11.8,-16.4,1.5
2016-01-12 03:00:00,960.77,Not an outlier,-13.3,-16.7,1.5
2016-01-12 04:00:00,1119.74,Not an outlier,-13.4,-17.0,1.5
2016-01-12 05:00:00,1209.6,Not an outlier,-15.0,-17.0,1.5
2016-01-12 06:00:00,1264.9,Not an outlier,-15.0,-17.0,1.5
2016-01-12 07:00:00,1346.11,Not an outlier,-15.2,-16.9,1.5
2016-01-12 08:00:00,1467.07,Not an outlier,-13.6,-15.7,1.0
2016-01-12 09:00:00,1515.46,Not an outlier,-13.5,-15.4,2.1
2016-01-12 10:00:00,833.9251567955461,Contextual outlier,-12.5,-15.5,2.1
2016-01-12 11:00:00,1582.85,Not an outlier,-12.9,-15.0,3.1
2016-01-12 12:00:00,1575.94,Not an outlier,-12.8,-14.8,3.6
2016-01-12 13:00:00,1541.38,Not an outlier,-12.2,-14.0,3.1
2016-01-12 14:00:00,1581.12,Not an outlier,-11.1,-13.0,3.6
2016-01-12 15:00:00,935.1029982602425,Contextual outlier,-9.9,-11.5,4.6
2016-01-12 16:00:00,1411.78,Not an outlier,-9.0,-10.3,4.1
2016-01-12 17:00:00,1359.94,Not an outlier,-7.5,-9.7,4.1
2016-01-12 18:00:00,1199.23,Not an outlier,-8.2,-9.6,4.6
2016-01-12 19:00:00,1142.21,Not an outlier,-7.8,-9.2,5.1
2016-01-12 20:00:00,1073.09,Not an outlier,-7.0,-7.5,5.7
2016-01-12 21:00:00,978.05,Not an outlier,-7.1,-8.4,5.7
2016-01-12 22:00:00,964.22,Not an outlier,-7.0,-8.3,6.2
2016-01-12 23:00:00,965.95,Not an outlier,-6.8,-7.9,6.7
2016-01-13 00:00:00,962.5,Not an outlier,-5.9,-6.8,3.6
2016-01-13 01:00:00,957.31,Not an outlier,-3.7,-5.2,3.1
2016-01-13 02:00:00,972.86,Not an outlier,-4.9,-6.4,9.8
2016-01-13 03:00:00,978.05,Not an outlier,-5.4,-6.2,5.7
2016-01-13 04:00:00,1138.75,Not an outlier,-6.4,-7.6,5.7
2016-01-13 05:00:00,1221.7,Not an outlier,-7.0,-9.0,6.2
2016-01-13 06:00:00,1242.43,Not an outlier,-7.8,-10.1,8.2
2016-01-13 07:00:00,1346.11,Not an outlier,-9.0,-11.5,8.2
2016-01-13 08:00:00,1454.98,Not an outlier,-9.9,-12.3,7.7
2016-01-13 09:00:00,1537.92,Not an outlier,-10.9,-13.5,7.7
2016-01-13 10:00:00,1548.29,Not an outlier,-11.8,-14.8,7.2
2016-01-13 11:00:00,1575.94,Not an outlier,-12.7,-15.5,6.2
2016-01-13 12:00:00,1584.58,Not an outlier,-13.4,-16.4,5.7
2016-01-13 13:00:00,1563.84,Not an outlier,-14.2,-17.1,5.1
2016-01-13 14:00:00,1591.49,Not an outlier,-14.2,-17.4,6.7
2016-01-13 15:00:00,1508.54,Not an outlier,-14.1,-17.6,6.7
2016-01-13 16:00:00,1448.06,Not an outlier,-13.7,-17.6,6.7
2016-01-13 17:00:00,1373.76,Not an outlier,-13.4,-17.9,7.7
2016-01-13 18:00:00,1223.42,Not an outlier,-12.8,-17.6,6.2
2016-01-13 19:00:00,1159.49,Not an outlier,-11.9,-17.5,5.7
2016-01-13 20:00:00,1093.82,Not an outlier,-10.5,-18.0,5.7
2016-01-13 21:00:00,1028.16,Not an outlier,-11.6,-18.0,4.6
2016-01-13 22:00:00,1010.88,Not an outlier,-12.6,-18.1,2.6
2016-01-13 23:00:00,986.69,Not an outlier,-12.9,-17.5,2.1
2016-01-14 00:00:00,972.86,Not an outlier,-16.0,-19.6,0.5
2016-01-14 01:00:00,986.69,Not an outlier,-17.2,-19.3,1.0
2016-01-14 02:00:00,984.96,Not an outlier,-17.6,-19.1,1.0
2016-01-14 03:00:00,988.42,Not an outlier,-17.0,-18.3,1.5
2016-01-14 04:00:00,1135.3,Not an outlier,-14.7,-16.9,1.0
2016-01-14 05:00:00,1230.34,Not an outlier,-13.5,-15.5,0.0
2016-01-14 06:00:00,1320.19,Not an outlier,-13.9,-15.9,0.5
2016-01-14 07:00:00,1361.66,Not an outlier,-14.5,-16.1,1.5
2016-01-14 08:00:00,1458.43,Not an outlier,-14.7,-16.4,2.1
2016-01-14 09:00:00,1522.37,Not an outlier,-14.2,-15.7,2.1
2016-01-14 10:00:00,1550.02,Not an outlier,-14.0,-15.5,1.5
2016-01-14 11:00:00,1562.11,Not an outlier,-13.6,-15.0,2.1
2016-01-14 12:00:00,1550.02,Not an outlier,-13.2,-14.7,2.1
2016-01-14 13:00:00,1551.74,Not an outlier,-13.0,-14.4,1.5
2016-01-14 14:00:00,1556.93,Not an outlier,-12.5,-14.0,2.1
2016-01-14 15:00:00,1508.54,Not an outlier,-11.7,-13.4,1.5
2016-01-14 16:00:00,1434.24,Not an outlier,-10.1,-12.0,1.0
2016-01-14 17:00:00,1358.21,Not an outlier,-9.5,-12.0,0.5
2016-01-14 18:00:00,1232.06,Not an outlier,-6.4,-11.2,0.0
2016-01-14 19:00:00,1128.38,Not an outlier,-6.1,-10.1,3.6
2016-01-14 20:00:00,1142.21,Not an outlier,-6.6,-9.5,2.1
2016-01-14 21:00:00,995.33,Not an outlier,-6.3,-10.3,2.1
2016-01-14 22:00:00,979.78,Not an outlier,-8.2,-10.9,0.5
2016-01-14 23:00:00,0.0,Global outlier,-7.0,-11.3,1.0
2016-01-15 00:00:00,969.41,Not an outlier,-7.8,-11.3,1.0
2016-01-15 01:00:00,986.69,Not an outlier,-9.7,-12.0,0.5
2016-01-15 02:00:00,993.6,Not an outlier,-8.8,-11.2,0.0
2016-01-15 03:00:00,983.23,Not an outlier,-10.2,-11.8,0.5
2016-01-15 04:00:00,1124.93,Not an outlier,-9.6,-10.6,1.5
2016-01-15 05:00:00,1226.88,Not an outlier,-10.5,-11.5,1.0
2016-01-15 06:00:00,1266.62,Not an outlier,-11.1,-12.3,2.1
2016-01-15 07:00:00,1387.58,Not an outlier,-11.6,-12.9,2.1
2016-01-15 08:00:00,1473.98,Not an outlier,-12.3,-13.6,2.6
2016-01-15 09:00:00,1498.18,Not an outlier,-12.7,-13.9,2.6
2016-01-15 10:00:00,1556.93,Not an outlier,-12.5,-13.7,2.6
2016-01-15 11:00:00,1520.64,Not an outlier,-13.0,-14.4,3.1
2016-01-15 12:00:00,1520.64,Not an outlier,-12.9,-14.2,3.1
2016-01-15 13:00:00,1541.38,Not an outlier,-12.3,-13.9,4.1
2016-01-15 14:00:00,1553.47,Not an outlier,-11.6,-13.3,4.1
2016-01-15 15:00:00,1475.71,Not an outlier,-10.5,-13.4,5.1
2016-01-15 16:00:00,1399.68,Not an outlier,-10.4,-11.5,5.1
2016-01-15 17:00:00,1330.56,Not an outlier,-9.9,-11.5,6.7
2016-01-15 18:00:00,1204.42,Not an outlier,-9.5,-12.5,5.7
2016-01-15 19:00:00,1128.38,Not an outlier,-9.3,-13.2,7.7
2016-01-15 20:00:00,1074.82,Not an outlier,-9.0,-13.0,7.2
2016-01-15 21:00:00,1040.26,Not an outlier,-8.9,-12.9,6.7
2016-01-15 22:00:00,1017.79,Not an outlier,-8.9,-13.2,5.7
2016-01-15 23:00:00,1005.7,Not an outlier,,,
2016-01-16 00:00:00,1010.88,Not an outlier,-9.0,-13.5,5.7
2016-01-16 01:00:00,998.78,Not an outlier,-9.1,-13.6,6.7
2016-01-16 02:00:00,1007.42,Not an outlier,-8.9,-13.3,7.2
2016-01-16 03:00:00,1007.42,Not an outlier,-8.6,-12.8,6.7
2016-01-16 04:00:00,1002.24,Not an outlier,-8.2,-11.5,6.2
2016-01-16 05:00:00,1028.16,Not an outlier,-7.8,-12.0,5.1
2016-01-16 06:00:00,1029.89,Not an outlier,-7.5,-11.3,5.7
2016-01-16 07:00:00,1036.8,Not an outlier,-7.2,-10.8,5.1
2016-01-16 08:00:00,1059.26,Not an outlier,-7.0,-9.5,6.2
2016-01-16 09:00:00,1059.26,Not an outlier,-6.9,-10.4,4.1
2016-01-16 10:00:00,1060.99,Not an outlier,-6.9,-10.0,4.1
2016-01-16 11:00:00,1064.45,Not an outlier,-6.8,-9.7,4.1
2016-01-16 12:00:00,1050.62,Not an outlier,-6.7,-9.2,4.1
2016-01-16 13:00:00,1054.08,Not an outlier,-6.6,-7.5,3.1
2016-01-16 14:00:00,1050.62,Not an outlier,-6.5,-7.9,3.1
2016-01-16 15:00:00,1041.98,Not an outlier,-6.1,-7.4,3.1
2016-01-16 16:00:00,1047.17,Not an outlier,-6.0,-7.0,2.6
2016-01-16 17:00:00,1048.9,Not an outlier,-4.5,-5.5,1.0
2016-01-16 18:00:00,988.42,Not an outlier,-5.0,-6.2,0.5
