,site_id,timestamp,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
61453,7,2016-01-01 23:00:00,-2.0,,-3.2,,1010.7,260.0,3.6
61454,7,2016-01-02 00:00:00,-1.5,,-4.4,,1011.0,250.0,4.6
61455,7,2016-01-02 01:00:00,-1.6,,-4.8,,1011.2,250.0,6.2
61456,7,2016-01-02 02:00:00,-1.9,,-5.1,,1011.4,250.0,4.6
61457,7,2016-01-02 03:00:00,-2.2,,-4.7,,1011.6,250.0,3.1
61458,7,2016-01-02 04:00:00,-2.6,,-4.6,,1012.0,240.0,4.1
61459,7,2016-01-02 05:00:00,-2.4,,-5.2,,1012.4,250.0,5.1
61460,7,2016-01-02 06:00:00,-2.7,,-5.7,,1012.5,260.0,5.1
61461,7,2016-01-02 07:00:00,-3.3,,-6.3,,1012.4,270.0,4.1
61462,7,2016-01-02 08:00:00,-3.9,,-6.6,,1012.5,250.0,2.1
61463,7,2016-01-02 09:00:00,-5.6,,-8.1,,1012.1,250.0,2.6
61464,7,2016-01-02 10:00:00,-5.8,,-7.8,,1012.5,250.0,2.6
61465,7,2016-01-02 11:00:00,-4.2,,-6.6,,1012.2,230.0,2.1
61466,7,2016-01-02 12:00:00,-3.2,,-4.9,,1012.0,240.0,2.1
61467,7,2016-01-02 13:00:00,-2.5,,-4.7,,1011.8,220.0,3.1
61468,7,2016-01-02 14:00:00,-1.7,,-4.8,,1012.0,230.0,4.6
61469,7,2016-01-02 15:00:00,-2.0,,-5.0,,1012.2,220.0,6.2
61470,7,2016-01-02 16:00:00,-1.6,,-5.1,,1011.0,220.0,6.2
61471,7,2016-01-02 17:00:00,-1.8,,-4.6,,1009.9,220.0,7.2
61472,7,2016-01-02 18:00:00,-1.5,,-4.3,,1009.2,220.0,6.2
61473,7,2016-01-02 19:00:00,-1.1,,-3.8,,1008.7,220.0,6.7
61474,7,2016-01-02 20:00:00,-0.7,,-3.5,,1008.3,220.0,6.2
61475,7,2016-01-02 21:00:00,-0.7,,-3.3,,1008.1,220.0,6.7
61476,7,2016-01-02 22:00:00,-0.6,,-3.1,,1008.6,220.0,6.7
61477,7,2016-01-02 23:00:00,-0.6,,-3.2,,1008.2,220.0,6.7
61478,7,2016-01-03 00:00:00,-0.6,,-3.2,,1008.2,220.0,7.2
61479,7,2016-01-03 01:00:00,-1.5,,-3.4,,1007.8,210.0,6.7
61480,7,2016-01-03 02:00:00,-0.8,,-3.4,,1007.1,210.0,6.2
61481,7,2016-01-03 03:00:00,-0.6,,-3.8,,1006.3,210.0,6.7
61482,7,2016-01-03 04:00:00,-1.2,,-3.1,,1005.9,220.0,4.1
61483,7,2016-01-03 05:00:00,-1.1,,-3.4,,1005.0,220.0,1.5
61484,7,2016-01-03 06:00:00,-0.6,,-4.1,,1004.4,220.0,4.6
61485,7,2016-01-03 07:00:00,-0.8,,-4.1,,1003.6,210.0,3.6
61486,7,2016-01-03 08:00:00,-1.2,,-3.7,,1003.5,200.0,3.1
61487,7,2016-01-03 09:00:00,-1.1,,-3.2,,1002.4,200.0,3.6
61488,7,2016-01-03 10:00:00,-1.2,,-3.0,,1001.8,190.0,2.6
61489,7,2016-01-03 11:00:00,-1.1,,-2.0,7.0,1001.6,210.0,3.1
61490,7,2016-01-03 12:00:00,-1.0,,-1.3,11.0,1001.9,220.0,2.6
61491,7,2016-01-03 13:00:00,-1.0,,-1.4,3.0,1002.4,240.0,1.5
61492,7,2016-01-03 14:00:00,-0.9,,-1.4,2.0,1002.8,230.0,2.1
61493,7,2016-01-03 15:00:00,-0.7,,-1.3,2.0,1003.3,240.0,3.1
61494,7,2016-01-03 16:00:00,-0.4,,-1.5,,1003.6,290.0,4.1
61495,7,2016-01-03 17:00:00,-0.6,,-2.7,7.0,1004.0,310.0,5.1
61496,7,2016-01-03 18:00:00,-2.9,,-5.6,,1005.3,330.0,7.7
61497,7,2016-01-03 19:00:00,-4.2,,-7.6,,1007.1,330.0,7.2
61498,7,2016-01-03 20:00:00,-5.4,,-9.1,,1008.5,320.0,6.7
61499,7,2016-01-03 22:00:00,-8.2,,-12.4,,1012.7,320.0,7.7
61500,7,2016-01-03 23:00:00,-9.4,,-13.4,,1014.0,320.0,7.2
61501,7,2016-01-04 00:00:00,-10.6,,-14.7,,1015.3,320.0,7.7
61502,7,2016-01-04 01:00:00,-11.7,,-15.8,,1016.4,320.0,6.7
61503,7,2016-01-04 02:00:00,-12.9,,-17.2,,1017.3,340.0,5.1
61504,7,2016-01-04 03:00:00,-13.7,,-18.4,,1018.4,320.0,6.1
61505,7,2016-01-04 04:00:00,-14.9,,-18.9,,1019.4,320.0,5.1
61506,7,2016-01-04 05:00:00,-15.4,,-18.9,2.0,1020.5,320.0,5.1
61507,7,2016-01-05 21:00:00,-9.5,,-17.3,,1033.7,210.0,5.0
61508,7,2016-01-06 00:00:00,-12.5,,-16.4,,1031.8,174.0,1.6
61509,7,2016-01-06 03:00:00,-16.2,,-18.1,,1031.6,176.0,1.3
61510,7,2016-01-06 06:00:00,-15.8,,-17.2,,1029.8,84.0,0.5
61511,7,2016-01-06 09:00:00,-12.9,,-14.1,,1029.5,198.0,3.2
61512,7,2016-01-06 12:00:00,-9.1,,-10.2,,1029.5,210.0,3.6
61513,7,2016-01-06 13:00:00,-10.8,,-11.7,,1029.5,190.0,3.1
61514,7,2016-01-06 14:00:00,-7.2,,-7.8,,1029.2,210.0,4.6
61515,7,2016-01-06 15:00:00,-6.1,,-6.9,,1029.2,196.0,6.0
61516,7,2016-01-06 16:00:00,-3.3,,-7.2,,1028.8,220.0,4.6
61517,7,2016-01-06 17:00:00,-1.8,,-7.0,,1027.7,240.0,4.1
61518,7,2016-01-06 18:00:00,-1.4,,-6.7,,1026.7,270.0,3.6
61519,7,2016-01-06 19:00:00,0.0,,-5.5,,1025.8,270.0,1.0
61520,7,2016-01-06 20:00:00,0.8,,-8.1,,1025.3,220.0,2.6
61521,7,2016-01-06 21:00:00,0.3,,-8.4,,1025.2,240.0,2.1
61522,7,2016-01-06 22:00:00,-4.3,,-8.8,,1025.0,220.0,1.0
61523,7,2016-01-06 23:00:00,-6.8,,-10.0,,1025.3,240.0,1.0
61524,7,2016-01-07 00:00:00,-7.0,,-8.6,,1025.5,240.0,0.5
61525,7,2016-01-07 01:00:00,-6.8,,-10.1,,1026.0,230.0,2.1
61526,7,2016-01-07 02:00:00,-3.6,,-7.3,,1026.1,230.0,3.1
61527,7,2016-01-07 03:00:00,-3.1,,-5.5,,1026.0,230.0,2.6
61528,7,2016-01-07 04:00:00,-6.2,,-8.4,,1026.0,360.0,0.0
61529,7,2016-01-07 05:00:00,-5.7,,-7.3,,1026.1,180.0,2.1
61530,7,2016-01-07 06:00:00,-8.0,,-8.4,,1026.2,200.0,1.5
61531,7,2016-01-07 07:00:00,-7.7,,-8.2,,1026.0,260.0,1.0
61532,7,2016-01-07 08:00:00,-8.6,,-9.3,,1025.8,260.0,1.5
61533,7,2016-01-07 09:00:00,-7.8,,,,1025.7,180.0,1.5
61534,7,2016-01-07 10:00:00,-7.3,,-7.9,,1025.8,180.0,2.6
61535,7,2016-01-07 11:00:00,-7.4,,-8.0,,1025.9,180.0,1.5
61536,7,2016-01-07 12:00:00,-8.6,,-9.3,,1026.0,180.0,0.5
61537,7,2016-01-07 13:00:00,-8.8,,-9.6,,1026.0,170.0,0.5
61538,7,2016-01-07 14:00:00,-6.9,,-7.4,,1025.7,120.0,1.0
61539,7,2016-01-07 15:00:00,-5.5,,-7.0,,1026.6,200.0,0.5
61540,7,2016-01-07 16:00:00,-4.6,,-5.0,,1026.0,360.0,0.0
61541,7,2016-01-07 17:00:00,-4.0,,-4.4,,1025.4,360.0,0.0
61542,7,2016-01-07 18:00:00,-1.6,,-5.5,,1025.1,360.0,0.0
61543,7,2016-01-07 19:00:00,-0.5,,-5.0,,1024.2,140.0,2.1
61544,7,2016-01-07 20:00:00,-0.9,,-5.0,,1024.3,340.0,0.5
61545,7,2016-01-07 21:00:00,-1.6,,-5.0,,1024.4,350.0,1.0
61546,7,2016-01-07 22:00:00,-2.7,,-4.9,,1024.9,60.0,2.1
61547,7,2016-01-07 23:00:00,-3.3,,-5.3,,1025.2,30.0,1.5
61548,7,2016-01-08 00:00:00,-4.0,,-5.5,,1025.2,50.0,1.5
61549,7,2016-01-08 01:00:00,-4.9,,-6.4,,1024.8,60.0,1.5
61550,7,2016-01-08 02:00:00,-6.2,,-7.0,,1025.1,30.0,1.5
61551,7,2016-01-08 03:00:00,-5.3,,-6.3,,1025.2,50.0,1.0
61552,7,2016-01-08 04:00:00,-4.1,,-5.7,,1024.9,10.0,1.5
61553,7,2016-01-08 05:00:00,-6.7,,-7.4,,1025.0,320.0,1.5
61554,7,2016-01-08 06:00:00,-6.5,,-7.0,,1024.4,60.0,2.1
61555,7,2016-01-08 07:00:00,-6.5,,-8.0,,1023.6,60.0,1.5
61556,7,2016-01-08 08:00:00,-7.5,,-8.1,,1024.1,70.0,1.0
61557,7,2016-01-08 09:00:00,-8.6,,-9.2,,1024.2,60.0,1.5
61558,7,2016-01-08 10:00:00,-9.2,,-10.0,,1024.0,60.0,1.5
61559,7,2016-01-08 11:00:00,-9.6,,-10.3,,1024.0,50.0,1.5
61560,7,2016-01-08 12:00:00,-7.9,,-8.6,,1024.0,60.0,2.6
61561,7,2016-01-08 13:00:00,-7.3,,-7.9,,1024.2,50.0,2.6
61562,7,2016-01-08 14:00:00,-6.9,,-7.5,,1023.8,60.0,3.1
61563,7,2016-01-08 15:00:00,-5.3,,-5.8,,1024.3,90.0,3.1
61564,7,2016-01-08 16:00:00,-4.4,,-5.8,,1024.0,70.0,3.1
61565,7,2016-01-08 17:00:00,-3.0,,-5.2,,1022.5,60.0,3.1
61566,7,2016-01-08 18:00:00,-2.6,,-5.3,,1021.5,70.0,3.6
61567,7,2016-01-08 19:00:00,-2.0,,-5.2,,1020.9,70.0,4.1
61568,7,2016-01-08 20:00:00,-1.9,,-5.2,,1020.6,60.0,3.6
61569,7,2016-01-08 21:00:00,-2.0,,-5.2,,1020.5,60.0,4.6
61570,7,2016-01-08 22:00:00,-2.4,,-5.3,,1020.6,70.0,4.1
61571,7,2016-01-08 23:00:00,-2.8,,-5.7,,1020.1,70.0,4.6
61572,7,2016-01-09 00:00:00,-2.9,,-5.8,,1019.9,70.0,3.6
61573,7,2016-01-09 01:00:00,-3.2,,-6.1,,1019.7,70.0,3.6
61574,7,2016-01-09 02:00:00,-3.2,,-6.1,,1019.5,70.0,3.6
61575,7,2016-01-09 03:00:00,-3.3,,-6.2,,1019.3,70.0,2.6
61576,7,2016-01-09 04:00:00,-3.0,,-6.0,,1018.6,80.0,3.6
61577,7,2016-01-09 05:00:00,-2.5,,-5.5,,1017.9,80.0,3.6
61578,7,2016-01-09 06:00:00,-1.9,,-5.0,,1017.3,80.0,3.6
61579,7,2016-01-09 07:00:00,-1.5,,-4.6,,1017.2,80.0,3.1
61580,7,2016-01-09 08:00:00,-1.6,,-2.4,3.0,1016.8,70.0,3.6
61581,7,2016-01-09 09:00:00,-1.2,,-1.9,5.0,1016.0,80.0,3.6
61582,7,2016-01-09 10:00:00,-0.3,,-0.9,10.0,1015.7,80.0,3.1
61583,7,2016-01-09 11:00:00,-0.2,,-0.7,,1015.4,70.0,3.1
61584,7,2016-01-09 12:00:00,0.2,,-0.5,7.0,1015.2,80.0,3.1
61585,7,2016-01-09 13:00:00,0.2,,-0.4,,1015.2,70.0,3.1
61586,7,2016-01-09 14:00:00,0.9,,-0.2,,1015.6,90.0,2.6
61587,7,2016-01-09 15:00:00,1.0,,0.3,2.0,1016.0,80.0,2.6
61588,7,2016-01-09 16:00:00,1.2,,0.6,5.0,1015.3,70.0,2.6
61589,7,2016-01-09 17:00:00,1.3,,0.8,2.0,1014.7,70.0,2.1
61590,7,2016-01-09 18:00:00,1.6,,1.2,3.0,1014.4,80.0,2.1
61591,7,2016-01-09 19:00:00,2.7,,2.3,3.0,1014.1,130.0,1.5
61592,7,2016-01-09 20:00:00,3.4,,2.8,,1014.0,160.0,2.6
61593,7,2016-01-09 21:00:00,3.6,,2.6,,1014.5,150.0,2.1
61594,7,2016-01-09 22:00:00,3.7,,2.6,,1014.8,160.0,2.1
61595,7,2016-01-09 23:00:00,3.9,,2.6,,1014.9,130.0,1.5
61596,7,2016-01-10 00:00:00,3.4,,2.3,,1015.2,110.0,1.0
61597,7,2016-01-10 01:00:00,3.1,,2.2,,1015.5,50.0,1.5
61598,7,2016-01-10 02:00:00,2.1,,1.7,3.0,1015.5,60.0,2.1
61599,7,2016-01-10 03:00:00,1.9,,1.6,,1015.3,60.0,2.6
61600,7,2016-01-10 04:00:00,1.9,,1.7,2.0,1014.8,60.0,2.1
61601,7,2016-01-10 05:00:00,1.8,,1.6,,1014.4,60.0,2.1
61602,7,2016-01-10 06:00:00,1.8,,1.6,,1013.5,60.0,2.1
61603,7,2016-01-10 07:00:00,2.4,,2.1,,1012.3,70.0,3.1
61604,7,2016-01-10 08:00:00,2.3,,2.0,,1011.2,70.0,4.1
61605,7,2016-01-10 09:00:00,1.9,,1.4,,1011.1,70.0,3.6
61606,7,2016-01-10 10:00:00,2.0,,1.6,,1009.7,60.0,3.6
61607,7,2016-01-10 11:00:00,1.8,,1.3,,1008.3,60.0,4.1
61608,7,2016-01-10 12:00:00,1.9,,1.2,,1007.1,70.0,5.7
61609,7,2016-01-10 13:00:00,2.2,,1.1,,1006.1,80.0,6.7
61610,7,2016-01-10 14:00:00,2.2,,1.2,3.0,1004.5,70.0,6.2
61611,7,2016-01-10 15:00:00,2.1,,1.4,9.0,1002.8,70.0,5.7
61612,7,2016-01-10 18:00:00,3.0,,2.3,,991.3,80.0,9.3
61613,7,2016-01-10 21:00:00,3.4,,3.0,8.0,985.4,80.0,4.6
61614,7,2016-01-10 22:00:00,4.0,,3.7,10.0,985.2,110.0,3.6
61615,7,2016-01-10 23:00:00,3.8,,3.5,5.0,984.4,120.0,2.6
61616,7,2016-01-11 00:00:00,5.7,,5.0,,983.6,170.0,4.6
61617,7,2016-01-11 01:00:00,4.5,,4.2,,,180.0,6.2
61618,7,2016-01-11 02:00:00,3.1,,0.3,,985.0,210.0,12.8
61619,7,2016-01-11 06:00:00,-5.5,,-11.4,,996.3,250.0,10.3
61620,7,2016-01-11 07:00:00,-6.3,,-10.4,,998.1,270.0,7.7
61621,7,2016-01-11 08:00:00,-6.8,,-11.8,,999.6,260.0,7.7
61622,7,2016-01-11 09:00:00,-8.6,,-12.7,,1000.6,280.0,5.7
61623,7,2016-01-11 10:00:00,-9.6,,-13.4,,1001.8,280.0,5.1
61624,7,2016-01-11 11:00:00,-10.1,,-14.4,,1003.1,280.0,5.7
61625,7,2016-01-11 12:00:00,-11.0,,-14.8,,1004.2,280.0,4.1
61626,7,2016-01-11 13:00:00,-12.0,,-15.5,,1005.4,290.0,5.7
61627,7,2016-01-11 14:00:00,-11.9,,-16.8,,1006.4,280.0,5.7
61628,7,2016-01-11 15:00:00,-11.5,,-16.6,,1007.5,280.0,6.2
61629,7,2016-01-11 16:00:00,-11.3,,-16.6,,1008.3,280.0,6.7
61630,7,2016-01-11 17:00:00,-10.9,,-16.9,,1008.7,290.0,6.7
61631,7,2016-01-11 18:00:00,-10.5,,-17.0,2.0,1009.2,280.0,6.7
61632,7,2016-01-11 19:00:00,-9.9,,-17.0,,1010.1,270.0,6.7
61633,7,2016-01-11 20:00:00,-9.4,,-17.4,,1010.9,290.0,6.2
61634,7,2016-01-11 21:00:00,-9.2,,-18.2,,1011.7,290.0,6.2
61635,7,2016-01-11 22:00:00,-9.6,,-17.6,,1012.7,290.0,3.6
61636,7,2016-01-11 23:00:00,-10.3,,-16.4,,1013.6,290.0,2.6
61637,7,2016-01-12 00:00:00,-10.7,,-16.9,,1014.5,280.0,2.6
61638,7,2016-01-12 01:00:00,-11.4,,-16.3,,1015.0,230.0,1.5
61639,7,2016-01-12 02:00:00,-11.8,,-16.4,,1015.2,230.0,1.5
61640,7,2016-01-12 03:00:00,-13.3,,-16.7,,1015.5,250.0,1.5
61641,7,2016-01-12 04:00:00,-13.4,,-17.0,,1015.5,210.0,1.5
61642,7,2016-01-12 05:00:00,-15.0,,-17.0,,1015.2,190.0,1.5
61643,7,2016-01-12 06:00:00,-15.0,,-17.0,,1015.1,170.0,1.5
61644,7,2016-01-12 07:00:00,-15.2,,-16.9,,1015.0,160.0,1.5
61645,7,2016-01-12 08:00:00,-13.6,,-15.7,,1014.9,80.0,1.0
61646,7,2016-01-12 09:00:00,-13.5,,-15.4,,1014.1,40.0,2.1
61647,7,2016-01-12 10:00:00,-12.5,,-15.5,,1013.3,60.0,2.1
61648,7,2016-01-12 11:00:00,-12.9,,-15.0,,1012.0,60.0,3.1
61649,7,2016-01-12 12:00:00,-12.8,,-14.8,,1011.3,70.0,3.6
61650,7,2016-01-12 13:00:00,-12.2,,-14.0,,1010.1,60.0,3.1
61651,7,2016-01-12 14:00:00,-11.1,,-13.0,,1009.4,80.0,3.6
61652,7,2016-01-12 15:00:00,-9.9,,-11.5,,1008.2,80.0,4.6
61653,7,2016-01-12 16:00:00,-9.0,,-10.3,4.0,1006.8,80.0,4.1
61654,7,2016-01-12 17:00:00,-7.5,,-9.7,6.0,1005.2,60.0,4.1
61655,7,2016-01-12 18:00:00,-8.2,,-9.6,7.0,1003.3,90.0,4.6
61656,7,2016-01-12 19:00:00,-7.8,,-9.2,,1002.0,70.0,5.1
61657,7,2016-01-12 20:00:00,-7.0,,-7.5,2.0,1001.0,70.0,5.7
61658,7,2016-01-12 21:00:00,-7.1,,-8.4,,1000.2,70.0,5.7
61659,7,2016-01-12 22:00:00,-7.0,,-8.3,,999.6,70.0,6.2
61660,7,2016-01-12 23:00:00,-6.8,,-7.9,3.0,998.9,80.0,6.7
61661,7,2016-01-13 00:00:00,-5.9,,-6.8,,998.4,70.0,3.6
61662,7,2016-01-13 01:00:00,-3.7,,-5.2,,997.9,130.0,3.1
61663,7,2016-01-13 02:00:00,-4.9,,-6.4,,997.7,210.0,9.8
61664,7,2016-01-13 03:00:00,-5.4,,-6.2,7.0,998.7,240.0,5.7
61665,7,2016-01-13 04:00:00,-6.4,,-7.6,9.0,999.4,250.0,5.7
61666,7,2016-01-13 05:00:00,-7.0,,-9.0,,999.9,250.0,6.2
61667,7,2016-01-13 06:00:00,-7.8,,-10.1,,1000.7,270.0,8.2
61668,7,2016-01-13 07:00:00,-9.0,,-11.5,,1002.1,270.0,8.2
61669,7,2016-01-13 08:00:00,-9.9,,-12.3,,1003.8,270.0,7.7
61670,7,2016-01-13 09:00:00,-10.9,,-13.5,,1004.8,270.0,7.7
61671,7,2016-01-13 10:00:00,-11.8,,-14.8,,1006.2,280.0,7.2
61672,7,2016-01-13 11:00:00,-12.7,,-15.5,,1007.6,280.0,6.2
61673,7,2016-01-13 12:00:00,-13.4,,-16.4,,1008.9,280.0,5.7
61674,7,2016-01-13 13:00:00,-14.2,,-17.1,,1009.9,280.0,5.1
61675,7,2016-01-13 14:00:00,-14.2,,-17.4,,1011.0,280.0,6.7
61676,7,2016-01-13 15:00:00,-14.1,,-17.6,,1012.0,270.0,6.7
61677,7,2016-01-13 16:00:00,-13.7,,-17.6,,1012.8,280.0,6.7
61678,7,2016-01-13 17:00:00,-13.4,,-17.9,,1012.9,270.0,7.7
61679,7,2016-01-13 18:00:00,-12.8,,-17.6,,1012.3,270.0,6.2
61680,7,2016-01-13 19:00:00,-11.9,,-17.5,,1012.2,260.0,5.7
61681,7,2016-01-13 20:00:00,-10.5,,-18.0,,1012.3,270.0,5.7
61682,7,2016-01-13 21:00:00,-11.6,,-18.0,,1012.7,290.0,4.6
61683,7,2016-01-13 22:00:00,-12.6,,-18.1,,1012.8,280.0,2.6
61684,7,2016-01-13 23:00:00,-12.9,,-17.5,,1012.9,270.0,2.1
61685,7,2016-01-14 00:00:00,-16.0,,-19.6,,1012.8,260.0,0.5
61686,7,2016-01-14 01:00:00,-17.2,,-19.3,,1012.7,190.0,1.0
61687,7,2016-01-14 02:00:00,-17.6,,-19.1,,1012.1,170.0,1.0
61688,7,2016-01-14 03:00:00,-17.0,,-18.3,,1011.5,170.0,1.5
61689,7,2016-01-14 04:00:00,-14.7,,-16.9,2.0,1011.2,150.0,1.0
61690,7,2016-01-14 05:00:00,-13.5,,-15.5,,1010.6,360.0,0.0
61691,7,2016-01-14 06:00:00,-13.9,,-15.9,,1009.8,50.0,0.5
61692,7,2016-01-14 07:00:00,-14.5,,-16.1,,1008.9,80.0,1.5
61693,7,2016-01-14 08:00:00,-14.7,,-16.4,,1008.7,60.0,2.1
61694,7,2016-01-14 09:00:00,-14.2,,-15.7,,1008.2,50.0,2.1
61695,7,2016-01-14 10:00:00,-14.0,,-15.5,2.0,1008.1,70.0,1.5
61696,7,2016-01-14 11:00:00,-13.6,,-15.0,5.0,1008.3,70.0,2.1
61697,7,2016-01-14 12:00:00,-13.2,,-14.7,2.0,1008.5,60.0,2.1
61698,7,2016-01-14 13:00:00,-13.0,,-14.4,3.0,1008.4,50.0,1.5
61699,7,2016-01-14 14:00:00,-12.5,,-14.0,2.0,1008.6,70.0,2.1
61700,7,2016-01-14 15:00:00,-11.7,,-13.4,,1009.5,40.0,1.5
61701,7,2016-01-14 16:00:00,-10.1,,-12.0,2.0,1009.5,80.0,1.0
61702,7,2016-01-14 17:00:00,-9.5,,-12.0,,1008.9,50.0,0.5
61703,7,2016-01-14 18:00:00,-6.4,,-11.2,,1009.0,360.0,0.0
61704,7,2016-01-14 19:00:00,-6.1,,-10.1,,1009.1,260.0,3.6
61705,7,2016-01-14 20:00:00,-6.6,,-9.5,,1009.5,270.0,2.1
61706,7,2016-01-14 21:00:00,-6.3,,-10.3,,1010.6,270.0,2.1
61707,7,2016-01-14 22:00:00,-8.2,,-10.9,,1011.3,260.0,0.5
61708,7,2016-01-14 23:00:00,-7.0,,-11.3,,1012.2,250.0,1.0
61709,7,2016-01-15 00:00:00,-7.8,,-11.3,,1012.6,300.0,1.0
61710,7,2016-01-15 01:00:00,-9.7,,-12.0,,1013.3,210.0,0.5
61711,7,2016-01-15 02:00:00,-8.8,,-11.2,,1013.2,360.0,0.0
61712,7,2016-01-15 03:00:00,-10.2,,-11.8,,1013.8,20.0,0.5
61713,7,2016-01-15 04:00:00,-9.6,,-10.6,,1014.1,330.0,1.5
61714,7,2016-01-15 05:00:00,-10.5,,-11.5,,1014.1,20.0,1.0
61715,7,2016-01-15 06:00:00,-11.1,,-12.3,,1013.8,50.0,2.1
61716,7,2016-01-15 07:00:00,-11.6,,-12.9,,1014.4,50.0,2.1
61717,7,2016-01-15 08:00:00,-12.3,,-13.6,,1015.1,60.0,2.6
61718,7,2016-01-15 09:00:00,-12.7,,-13.9,,1014.4,50.0,2.6
61719,7,2016-01-15 10:00:00,-12.5,,-13.7,,1015.2,50.0,2.6
61720,7,2016-01-15 11:00:00,-13.0,,-14.4,,1014.9,40.0,3.1
61721,7,2016-01-15 12:00:00,-12.9,,-14.2,,1015.1,40.0,3.1
61722,7,2016-01-15 13:00:00,-12.3,,-13.9,,1014.5,50.0,4.1
61723,7,2016-01-15 14:00:00,-11.6,,-13.3,,1014.1,60.0,4.1
61724,7,2016-01-15 15:00:00,-10.5,,-13.4,,1013.9,50.0,5.1
61725,7,2016-01-15 16:00:00,-10.4,,-11.5,,1013.6,60.0,5.1
61726,7,2016-01-15 17:00:00,-9.9,,-11.5,,1011.8,70.0,6.7
61727,7,2016-01-15 18:00:00,-9.5,,-12.5,,1011.5,60.0,5.7
61728,7,2016-01-15 19:00:00,-9.3,,-13.2,,1010.3,80.0,7.7
61729,7,2016-01-15 20:00:00,-9.0,,-13.0,,1010.0,70.0,7.2
61730,7,2016-01-15 21:00:00,-8.9,,-12.9,,1008.9,70.0,6.7
61731,7,2016-01-15 22:00:00,-8.9,,-13.2,,1008.4,80.0,5.7
61732,7,2016-01-16 00:00:00,-9.0,,-13.5,,1007.6,80.0,5.7
61733,7,2016-01-16 01:00:00,-9.1,,-13.6,,1006.5,70.0,6.7
61734,7,2016-01-16 02:00:00,-8.9,,-13.3,,1005.2,70.0,7.2
61735,7,2016-01-16 03:00:00,-8.6,,-12.8,,1003.8,80.0,6.7
61736,7,2016-01-16 04:00:00,-8.2,,-11.5,,1002.5,80.0,6.2
61737,7,2016-01-16 05:00:00,-7.8,,-12.0,,1001.5,80.0,5.1
61738,7,2016-01-16 06:00:00,-7.5,,-11.3,,1000.2,80.0,5.7
61739,7,2016-01-16 07:00:00,-7.2,,-10.8,,999.2,70.0,5.1
61740,7,2016-01-16 08:00:00,-7.0,,-9.5,,998.5,70.0,6.2
61741,7,2016-01-16 09:00:00,-6.9,,-10.4,,997.8,70.0,4.1
61742,7,2016-01-16 10:00:00,-6.9,,-10.0,,997.5,80.0,4.1
61743,7,2016-01-16 11:00:00,-6.8,,-9.7,,997.0,80.0,4.1
61744,7,2016-01-16 12:00:00,-6.7,,-9.2,,996.2,70.0,4.1
61745,7,2016-01-16 13:00:00,-6.6,,-7.5,,996.5,90.0,3.1
61746,7,2016-01-16 14:00:00,-6.5,,-7.9,5.0,996.8,80.0,3.1
61747,7,2016-01-16 15:00:00,-6.1,,-7.4,6.0,996.7,90.0,3.1
61748,7,2016-01-16 16:00:00,-6.0,,-7.0,3.0,996.5,70.0,2.6
61749,7,2016-01-16 17:00:00,-4.5,,-5.5,8.0,996.2,50.0,1.0
61750,7,2016-01-16 18:00:00,-5.0,,-6.2,,996.3,70.0,0.5
